Region,Product_ID,Sales_Amount,Quantity_Sold,Unit_Price,Discount,Profit_Margin,Sales_Date,Sales_Channel,Customer_Segment
South,P7190,326.88,15,13.15,0.26,0.13,2038-06-22,Wholesale,Retail
West,P3951,55.41,49,37.69,0.06,0.24,2038-06-23,Wholesale,Small Business
West,P2063,581.13,83,59.53,0.09,0.24,2038-06-24,Online,Small Business
South,P5221,863.32,11,34.65,0.29,0.06,2038-06-25,Offline,Corporate
Central,P2150,55.01,6,22.1,0.14,0.3,2038-06-26,Online,Corporate
South,P4545,854.73,1,32.26,0.1,0.15,2038-06-27,Offline,Retail
North,P3392,719.98,80,36.64,0.19,0.34,2038-06-28,Offline,Retail
North,P7768,221.46,75,14.47,0.23,0.07,2038-06-29,Offline,Small Business
Central,P9345,446.36,92,42.06,0.16,0.43,2038-06-30,Wholesale,Corporate
North,P7031,987.72,73,68.89,0.13,0.11,2038-07-01,Wholesale,Retail
North,P5154,903.49,86,64.09,0.01,0.13,2038-07-02,Offline,Corporate
North,P6899,438.92,10,33.72,0.05,0.33,2038-07-03,Offline,Corporate
East,P3225,477.38,33,99.74,0.03,0.2,2038-07-04,Online,Small Business
South,P8975,195.29,6,69.25,0.14,0.1,2038-07-05,Wholesale,Retail
West,P2314,363.16,33,37.75,0.0,0.15,2038-07-06,Offline,Small Business
South,P3683,520.46,86,74.57,0.01,0.44,2038-07-07,Online,Small Business
West,P6326,511.96,29,59.26,0.07,0.1,2038-07-08,Offline,Retail
South,P4100,80.8,47,28.3,0.19,0.17,2038-07-09,Offline,Retail
West,P8662,523.25,52,75.14,0.21,0.12,2038-07-10,Wholesale,Corporate
West,P7458,272.61,29,22.16,0.25,0.23,2038-07-11,Wholesale,Small Business
West,P4979,975.55,80,42.31,0.13,0.2,2038-07-12,Wholesale,Corporate
East,P9269,663.11,3,19.05,0.21,0.32,2038-07-13,Offline,Small Business
North,P6986,689.2,20,56.17,0.22,0.21,2038-07-14,Offline,Small Business
East,P4112,519.87,37,40.71,0.03,0.49,2038-07-15,Online,Retail
South,P8094,312.42,57,28.47,0.06,0.32,2038-07-16,Offline,Small Business
South,P6014,708.5,16,66.66,0.04,0.2,2038-07-17,Online,Small Business
East,P7589,548.92,89,97.38,0.17,0.41,2038-07-18,Online,Small Business
Central,P4910,748.72,97,48.25,0.0,0.15,2038-07-19,Offline,Retail
North,P5224,53.99,40,69.33,0.27,0.38,2038-07-20,Wholesale,Corporate
West,P3299,695.99,92,68.28,0.06,0.11,2038-07-21,Wholesale,Small Business
South,P5496,457.11,80,14.46,0.22,0.1,2038-07-22,Online,Retail
Central,P6962,191.63,71,39.47,0.29,0.11,2038-07-23,Wholesale,Retail
North,P9621,895.32,86,8.13,0.08,0.3,2038-07-24,Online,Corporate
North,P1834,117.64,55,12.85,0.29,0.24,2038-07-25,Offline,Small Business
North,P4289,842.63,68,95.17,0.13,0.27,2038-07-26,Wholesale,Corporate
North,P9060,741.01,41,10.89,0.08,0.21,2038-07-27,Wholesale,Corporate
North,P6927,995.08,22,31.12,0.04,0.37,2038-07-28,Online,Small Business
East,P6404,443.56,87,49.32,0.0,0.36,2038-07-29,Online,Corporate
East,P9852,934.38,84,42.04,0.15,0.29,2038-07-30,Wholesale,Small Business
West,P7964,810.67,41,28.94,0.09,0.11,2038-07-31,Offline,Retail
South,P2561,411.03,14,23.97,0.27,0.12,2038-08-01,Offline,Small Business
West,P6758,354.41,4,75.15,0.19,0.47,2038-08-02,Online,Small Business
South,P2233,676.14,95,96.86,0.29,0.19,2038-08-03,Wholesale,Corporate
Central,P3572,173.28,4,23.23,0.21,0.09,2038-08-04,Online,Corporate
East,P7250,55.25,31,52.23,0.23,0.27,2038-08-05,Wholesale,Small Business
Central,P9119,334.33,43,64.65,0.16,0.35,2038-08-06,Online,Small Business
West,P9957,96.3,14,67.33,0.29,0.47,2038-08-07,Offline,Small Business
North,P6981,557.2,66,92.3,0.1,0.25,2038-08-08,Wholesale,Corporate
East,P8521,619.1,39,87.46,0.13,0.45,2038-08-09,Wholesale,Corporate
East,P2095,570.87,11,95.03,0.12,0.27,2038-08-10,Wholesale,Retail
East,P8502,704.7,44,18.78,0.18,0.33,2038-08-11,Online,Retail
East,P4016,525.11,31,10.26,0.27,0.35,2038-08-12,Online,Small Business
North,P2193,123.21,47,52.86,0.13,0.48,2038-08-13,Wholesale,Small Business
South,P5948,300.1,36,99.52,0.29,0.06,2038-08-14,Wholesale,Retail
Central,P5302,916.85,11,24.98,0.19,0.18,2038-08-15,Offline,Retail
West,P9247,529.8,28,26.01,0.23,0.19,2038-08-16,Online,Retail
North,P1838,372.93,81,23.97,0.15,0.17,2038-08-17,Online,Small Business
South,P3609,997.31,91,69.48,0.19,0.05,2038-08-18,Wholesale,Retail
North,P2538,958.95,33,71.87,0.13,0.2,2038-08-19,Wholesale,Corporate
South,P6356,619.37,21,19.94,0.22,0.25,2038-08-20,Online,Corporate
North,P9904,715.63,76,51.95,0.3,0.29,2038-08-21,Offline,Retail
Central,P8136,116.74,74,34.44,0.28,0.08,2038-08-22,Offline,Small Business
North,P7854,712.04,12,73.06,0.28,0.35,2038-08-23,Wholesale,Retail
East,P9975,949.06,19,98.93,0.21,0.12,2038-08-24,Offline,Corporate
South,P4643,314.68,64,6.09,0.23,0.36,2038-08-25,Wholesale,Retail
East,P7933,277.32,95,6.73,0.21,0.49,2038-08-26,Online,Retail
South,P9723,740.75,79,58.23,0.3,0.17,2038-08-27,Online,Corporate
East,P1713,534.19,45,39.25,0.22,0.39,2038-08-28,Online,Corporate
Central,P2327,375.44,76,78.82,0.28,0.4,2038-08-29,Wholesale,Small Business
North,P7697,247.48,34,84.61,0.26,0.22,2038-08-30,Online,Small Business
Central,P4251,153.18,88,49.79,0.06,0.28,2038-08-31,Online,Retail
South,P8760,392.39,64,97.16,0.02,0.24,2038-09-01,Online,Corporate
North,P8304,224.77,52,34.24,0.16,0.27,2038-09-02,Offline,Retail
North,P6276,576.0,97,10.02,0.18,0.4,2038-09-03,Wholesale,Retail
East,P7607,816.91,66,74.93,0.01,0.34,2038-09-04,Offline,Small Business
West,P3140,420.34,84,19.2,0.03,0.39,2038-09-05,Online,Small Business
South,P6484,738.73,70,64.67,0.01,0.45,2038-09-06,Online,Retail
Central,P9900,666.01,39,21.55,0.22,0.4,2038-09-07,Online,Corporate
South,P2204,693.72,67,29.62,0.17,0.19,2038-09-08,Wholesale,Corporate
West,P4476,353.55,77,70.54,0.01,0.19,2038-09-09,Offline,Small Business
South,P8814,70.45,64,49.21,0.18,0.47,2038-09-10,Online,Corporate
Central,P2173,750.07,45,62.44,0.03,0.11,2038-09-11,Online,Corporate
West,P8953,133.58,33,90.6,0.12,0.46,2038-09-12,Online,Corporate
East,P2306,696.67,22,88.85,0.03,0.11,2038-09-13,Wholesale,Small Business
West,P7266,329.56,37,34.18,0.15,0.3,2038-09-14,Wholesale,Small Business
North,P8453,680.43,32,73.69,0.25,0.28,2038-09-15,Online,Small Business
East,P4990,179.64,85,79.75,0.16,0.46,2038-09-16,Online,Retail
West,P3587,347.41,92,92.97,0.0,0.28,2038-09-17,Wholesale,Corporate
South,P6305,911.19,63,50.24,0.3,0.41,2038-09-18,Wholesale,Small Business
South,P3773,282.94,15,34.06,0.17,0.13,2038-09-19,Offline,Small Business
West,P4212,903.57,67,66.74,0.01,0.38,2038-09-20,Wholesale,Retail
South,P5061,694.7,55,85.88,0.02,0.27,2038-09-21,Offline,Corporate
West,P5725,813.48,72,35.43,0.13,0.24,2038-09-22,Wholesale,Retail
Central,P3103,536.51,70,53.96,0.04,0.47,2038-09-23,Wholesale,Small Business
Central,P8851,120.6,79,90.49,0.2,0.23,2038-09-24,Offline,Retail
North,P8616,129.58,72,85.75,0.0,0.26,2038-09-25,Wholesale,Retail
East,P9676,931.18,18,52.67,0.29,0.34,2038-09-26,Offline,Small Business
East,P9369,856.77,2,34.86,0.06,0.19,2038-09-27,Wholesale,Corporate
South,P5619,403.4,68,27.29,0.01,0.25,2038-09-28,Online,Corporate
West,P8590,911.48,53,70.09,0.09,0.46,2038-09-29,Wholesale,Corporate
West,P6462,586.93,13,21.13,0.22,0.34,2038-09-30,Wholesale,Corporate
Central,P8882,255.37,57,77.98,0.23,0.42,2038-10-01,Wholesale,Corporate
East,P6934,745.01,78,70.51,0.25,0.21,2038-10-02,Online,Retail
West,P2093,385.21,86,15.28,0.06,0.46,2038-10-03,Offline,Retail
South,P8253,269.7,69,75.84,0.26,0.23,2038-10-04,Wholesale,Retail
East,P4854,571.37,87,46.91,0.19,0.22,2038-10-05,Wholesale,Small Business
East,P8424,476.33,38,30.0,0.15,0.25,2038-10-06,Online,Small Business
East,P4427,458.8,71,34.71,0.25,0.2,2038-10-07,Online,Small Business
West,P2715,302.25,44,8.91,0.04,0.21,2038-10-08,Wholesale,Corporate
East,P6352,729.03,78,52.22,0.29,0.08,2038-10-09,Wholesale,Small Business
West,P1848,436.64,16,8.65,0.06,0.28,2038-10-10,Wholesale,Retail
North,P7242,242.8,68,59.78,0.2,0.19,2038-10-11,Offline,Retail
West,P4663,577.91,23,75.52,0.03,0.37,2038-10-12,Online,Corporate
South,P9080,693.36,17,14.16,0.08,0.46,2038-10-13,Online,Small Business
North,P5550,167.2,47,48.08,0.19,0.46,2038-10-14,Online,Corporate
South,P3436,188.06,34,38.59,0.09,0.11,2038-10-15,Online,Small Business
Central,P3539,686.32,87,65.9,0.12,0.35,2038-10-16,Offline,Corporate
Central,P2577,420.42,36,53.51,0.19,0.36,2038-10-17,Offline,Retail
West,P3585,554.37,38,67.2,0.23,0.47,2038-10-18,Wholesale,Retail
West,P5275,627.61,9,51.95,0.15,0.44,2038-10-19,Offline,Small Business
North,P5068,303.3,93,31.46,0.15,0.35,2038-10-20,Wholesale,Small Business
Central,P7426,105.61,61,66.61,0.18,0.37,2038-10-21,Wholesale,Small Business
South,P8779,917.51,23,18.17,0.29,0.16,2038-10-22,Online,Retail
North,P8609,508.12,94,40.26,0.02,0.44,2038-10-23,Wholesale,Retail
East,P3761,617.07,12,59.41,0.08,0.49,2038-10-24,Offline,Corporate
East,P6553,371.41,28,93.95,0.2,0.48,2038-10-25,Wholesale,Retail
North,P3104,626.5,41,47.0,0.19,0.24,2038-10-26,Wholesale,Retail
West,P2065,456.96,87,43.11,0.11,0.4,2038-10-27,Offline,Retail
South,P9764,950.4,34,7.01,0.2,0.35,2038-10-28,Online,Small Business
North,P5725,841.71,16,8.77,0.07,0.26,2038-10-29,Offline,Small Business
East,P3534,385.44,82,55.96,0.28,0.07,2038-10-30,Wholesale,Corporate
Central,P2060,650.04,42,39.75,0.17,0.16,2038-10-31,Online,Retail
West,P6322,882.38,99,98.43,0.09,0.48,2038-11-01,Wholesale,Small Business
West,P1749,268.93,74,91.96,0.14,0.1,2038-11-02,Online,Retail
North,P3066,715.87,83,56.64,0.26,0.48,2038-11-03,Wholesale,Small Business
East,P9821,120.77,93,87.07,0.23,0.42,2038-11-04,Offline,Retail
West,P2038,119.72,26,5.93,0.23,0.45,2038-11-05,Offline,Small Business
Central,P3308,132.03,45,29.99,0.17,0.41,2038-11-06,Wholesale,Corporate
East,P8425,862.78,46,25.59,0.11,0.09,2038-11-07,Wholesale,Corporate
North,P9656,533.0,21,94.37,0.14,0.37,2038-11-08,Wholesale,Corporate
East,P8454,767.17,99,70.53,0.02,0.21,2038-11-09,Offline,Corporate
Central,P5602,97.3,90,37.9,0.26,0.28,2038-11-10,Wholesale,Small Business
Central,P2802,727.7,6,62.81,0.08,0.41,2038-11-11,Online,Corporate
East,P2709,182.45,99,49.23,0.18,0.38,2038-11-12,Offline,Retail
North,P7456,626.26,24,87.46,0.21,0.32,2038-11-13,Online,Corporate
South,P2193,117.61,66,92.53,0.16,0.49,2038-11-14,Online,Corporate
West,P6431,274.55,28,74.68,0.09,0.21,2038-11-15,Offline,Retail
South,P4357,72.09,76,82.12,0.26,0.28,2038-11-16,Wholesale,Small Business
North,P3786,859.93,20,9.87,0.05,0.4,2038-11-17,Wholesale,Small Business
West,P6840,520.89,31,50.36,0.26,0.42,2038-11-18,Offline,Retail
North,P9634,88.22,38,64.26,0.19,0.34,2038-11-19,Online,Retail
North,P3837,220.43,71,41.42,0.28,0.06,2038-11-20,Offline,Small Business
North,P9993,230.23,12,13.66,0.28,0.34,2038-11-21,Offline,Small Business
East,P5273,897.11,35,86.22,0.16,0.33,2038-11-22,Wholesale,Small Business
West,P9022,659.92,79,65.22,0.26,0.49,2038-11-23,Wholesale,Small Business
East,P3902,641.77,96,64.81,0.0,0.26,2038-11-24,Wholesale,Retail
East,P4070,502.4,16,91.6,0.12,0.4,2038-11-25,Offline,Retail
Central,P1562,573.33,98,23.97,0.1,0.19,2038-11-26,Online,Small Business
South,P7199,652.01,97,22.47,0.18,0.33,2038-11-27,Wholesale,Retail
East,P9666,492.18,48,73.71,0.2,0.43,2038-11-28,Online,Small Business
East,P3061,574.65,94,33.86,0.13,0.15,2038-11-29,Offline,Small Business
Central,P9000,518.94,63,71.43,0.06,0.07,2038-11-30,Wholesale,Small Business
South,P1253,403.45,9,90.44,0.13,0.16,2038-12-01,Online,Retail
Central,P9152,875.03,90,22.8,0.29,0.47,2038-12-02,Wholesale,Retail
Central,P4488,248.54,65,48.77,0.2,0.27,2038-12-03,Online,Small Business
East,P6610,167.61,99,74.52,0.0,0.44,2038-12-04,Wholesale,Retail
Central,P2024,999.9,33,12.67,0.16,0.25,2038-12-05,Online,Small Business
Central,P8774,463.17,10,5.52,0.15,0.16,2038-12-06,Wholesale,Retail
North,P6838,534.98,32,18.0,0.11,0.46,2038-12-07,Wholesale,Small Business
East,P3179,962.34,18,74.49,0.1,0.41,2038-12-08,Wholesale,Retail
West,P9349,191.24,98,7.26,0.06,0.21,2038-12-09,Online,Corporate
West,P7554,331.43,95,70.91,0.29,0.09,2038-12-10,Offline,Corporate
East,P8493,302.6,35,58.91,0.16,0.33,2038-12-11,Wholesale,Corporate
South,P9108,990.67,10,75.33,0.18,0.5,2038-12-12,Online,Small Business
East,P6613,745.57,67,52.72,0.03,0.14,2038-12-13,Wholesale,Corporate
Central,P5138,890.41,45,65.45,0.1,0.28,2038-12-14,Online,Retail
North,P5720,219.66,80,98.65,0.13,0.32,2038-12-15,Offline,Corporate
South,P2598,513.64,88,16.72,0.28,0.36,2038-12-16,Online,Corporate
North,P5709,358.43,10,54.76,0.27,0.09,2038-12-17,Wholesale,Corporate
Central,P8067,896.88,72,60.84,0.3,0.4,2038-12-18,Offline,Corporate
East,P6323,89.28,88,23.96,0.19,0.29,2038-12-19,Offline,Corporate
East,P8028,503.26,3,81.61,0.24,0.22,2038-12-20,Offline,Corporate
Central,P3304,354.38,84,89.21,0.18,0.33,2038-12-21,Online,Retail
South,P4170,983.34,26,79.95,0.08,0.44,2038-12-22,Wholesale,Small Business
East,P9461,877.68,17,75.32,0.29,0.3,2038-12-23,Wholesale,Small Business
North,P8986,457.45,29,92.12,0.25,0.47,2038-12-24,Offline,Corporate
Central,P9422,711.05,63,92.73,0.13,0.38,2038-12-25,Offline,Corporate
West,P5609,837.9,45,57.79,0.22,0.29,2038-12-26,Online,Small Business
North,P5410,734.08,39,5.97,0.13,0.11,2038-12-27,Online,Corporate
South,P1902,843.41,22,42.9,0.23,0.22,2038-12-28,Offline,Retail
South,P5889,261.63,70,50.42,0.09,0.45,2038-12-29,Offline,Small Business
North,P3806,825.98,89,34.01,0.24,0.11,2038-12-30,Online,Small Business
Central,P9974,225.3,49,67.11,0.29,0.21,2038-12-31,Wholesale,Retail
South,P4486,853.73,74,75.2,0.21,0.28,2039-01-01,Online,Small Business
West,P7958,932.67,30,79.8,0.27,0.17,2039-01-02,Online,Corporate
East,P3758,725.47,22,47.07,0.17,0.23,2039-01-03,Wholesale,Small Business
West,P4710,664.0,62,43.65,0.09,0.45,2039-01-04,Online,Small Business
West,P4370,638.72,59,27.91,0.1,0.09,2039-01-05,Offline,Corporate
West,P3480,803.55,73,28.23,0.22,0.25,2039-01-06,Wholesale,Small Business
Central,P8120,670.57,22,87.92,0.04,0.05,2039-01-07,Online,Corporate
West,P8319,148.33,20,11.17,0.26,0.2,2039-01-08,Offline,Small Business
West,P3840,845.59,35,43.43,0.11,0.28,2039-01-09,Offline,Corporate
North,P8427,747.79,31,72.44,0.14,0.28,2039-01-10,Wholesale,Retail
North,P6295,593.39,5,35.65,0.19,0.49,2039-01-11,Online,Corporate
Central,P7727,72.69,58,64.7,0.0,0.34,2039-01-12,Wholesale,Small Business
South,P2409,687.94,52,98.56,0.2,0.43,2039-01-13,Offline,Corporate
North,P8600,703.3,34,38.16,0.1,0.33,2039-01-14,Wholesale,Corporate
West,P8184,758.69,42,50.56,0.22,0.08,2039-01-15,Online,Retail
Central,P8389,535.1,6,8.79,0.08,0.24,2039-01-16,Online,Corporate
West,P5990,794.81,48,57.86,0.19,0.41,2039-01-17,Offline,Retail
North,P8666,249.46,57,93.84,0.21,0.45,2039-01-18,Online,Retail
North,P3160,487.25,99,99.99,0.06,0.24,2039-01-19,Wholesale,Retail
South,P7161,458.99,55,73.95,0.06,0.08,2039-01-20,Online,Small Business
West,P3706,708.91,6,19.46,0.04,0.23,2039-01-21,Offline,Small Business
Central,P7845,445.18,48,9.23,0.16,0.3,2039-01-22,Wholesale,Corporate
North,P5382,446.73,27,14.46,0.18,0.42,2039-01-23,Online,Small Business
North,P1337,425.77,9,41.77,0.27,0.36,2039-01-24,Online,Small Business
West,P2939,133.76,2,26.05,0.24,0.33,2039-01-25,Online,Retail
Central,P5604,378.51,86,36.23,0.04,0.06,2039-01-26,Online,Small Business
Central,P3805,741.83,69,43.02,0.15,0.31,2039-01-27,Wholesale,Retail
North,P9727,546.54,78,55.07,0.18,0.26,2039-01-28,Online,Retail
West,P5242,925.71,93,78.68,0.24,0.22,2039-01-29,Online,Retail
North,P4895,742.43,61,68.17,0.28,0.23,2039-01-30,Wholesale,Small Business
West,P7516,759.89,6,50.38,0.06,0.36,2039-01-31,Online,Retail
East,P8150,210.4,88,94.95,0.05,0.19,2039-02-01,Online,Small Business
West,P1419,364.44,4,65.45,0.16,0.35,2039-02-02,Online,Retail
South,P8506,532.86,24,55.42,0.0,0.12,2039-02-03,Wholesale,Small Business
West,P3718,80.69,21,55.1,0.22,0.33,2039-02-04,Offline,Corporate
West,P5726,932.97,25,96.65,0.2,0.16,2039-02-05,Wholesale,Retail
North,P6966,821.19,4,20.85,0.04,0.35,2039-02-06,Wholesale,Retail
North,P9763,886.85,86,79.27,0.05,0.19,2039-02-07,Offline,Small Business
Central,P3596,895.2,32,30.73,0.0,0.19,2039-02-08,Wholesale,Corporate
Central,P5042,373.26,12,54.99,0.11,0.1,2039-02-09,Online,Corporate
North,P7578,144.49,22,94.29,0.21,0.19,2039-02-10,Online,Corporate
North,P7187,241.68,82,21.06,0.28,0.3,2039-02-11,Wholesale,Corporate
Central,P6488,707.08,61,71.98,0.07,0.27,2039-02-12,Online,Corporate
South,P5595,425.34,39,21.8,0.24,0.08,2039-02-13,Online,Corporate
Central,P5668,250.15,50,35.53,0.1,0.11,2039-02-14,Wholesale,Corporate
East,P2179,153.45,83,10.35,0.09,0.42,2039-02-15,Wholesale,Corporate
West,P5584,399.91,23,7.68,0.28,0.41,2039-02-16,Online,Small Business
South,P5266,414.28,97,87.15,0.19,0.49,2039-02-17,Offline,Small Business
South,P3988,168.91,93,8.59,0.29,0.2,2039-02-18,Offline,Small Business
North,P6569,473.86,42,30.73,0.17,0.31,2039-02-19,Online,Retail
West,P7749,854.74,10,60.24,0.27,0.39,2039-02-20,Offline,Small Business
Central,P6706,400.4,44,85.28,0.29,0.31,2039-02-21,Offline,Small Business
Central,P6096,248.21,41,23.42,0.17,0.38,2039-02-22,Online,Retail
North,P8254,887.42,5,49.21,0.08,0.41,2039-02-23,Online,Corporate
North,P6139,537.86,71,36.6,0.02,0.06,2039-02-24,Online,Small Business
Central,P7589,109.19,24,99.07,0.11,0.22,2039-02-25,Wholesale,Small Business
West,P5601,147.93,49,53.31,0.15,0.14,2039-02-26,Wholesale,Retail
Central,P9411,450.99,7,56.37,0.06,0.25,2039-02-27,Offline,Corporate
East,P1314,54.16,61,24.87,0.22,0.36,2039-02-28,Offline,Retail
Central,P8822,180.34,30,60.82,0.16,0.14,2039-03-01,Wholesale,Retail
East,P7866,696.61,65,72.21,0.0,0.34,2039-03-02,Offline,Retail
East,P6614,999.77,58,43.58,0.13,0.36,2039-03-03,Offline,Corporate
South,P8225,493.42,16,64.39,0.26,0.24,2039-03-04,Offline,Corporate
South,P9331,214.24,40,14.9,0.26,0.34,2039-03-05,Wholesale,Small Business
Central,P5661,461.93,30,9.9,0.28,0.16,2039-03-06,Wholesale,Retail
West,P2218,648.99,31,84.11,0.02,0.16,2039-03-07,Online,Corporate
East,P2414,326.61,22,47.77,0.25,0.49,2039-03-08,Online,Small Business
South,P6372,238.56,88,47.72,0.0,0.3,2039-03-09,Wholesale,Corporate
Central,P7797,293.91,80,10.11,0.18,0.05,2039-03-10,Online,Retail
West,P2563,776.58,66,62.94,0.08,0.08,2039-03-11,Online,Retail
Central,P7833,52.89,40,49.06,0.28,0.28,2039-03-12,Online,Small Business
North,P5927,65.37,47,86.03,0.24,0.15,2039-03-13,Online,Retail
Central,P7355,81.09,1,15.7,0.03,0.34,2039-03-14,Offline,Corporate
East,P6101,284.72,14,26.84,0.2,0.23,2039-03-15,Wholesale,Corporate
Central,P3923,821.02,74,20.31,0.27,0.36,2039-03-16,Online,Small Business
South,P4760,788.02,36,57.95,0.29,0.24,2039-03-17,Online,Retail
West,P4631,914.76,52,93.96,0.21,0.38,2039-03-18,Offline,Retail
North,P8938,81.16,78,65.78,0.1,0.13,2039-03-19,Offline,Corporate
Central,P8367,176.83,36,19.6,0.02,0.3,2039-03-20,Online,Retail
West,P2690,966.15,4,21.2,0.22,0.22,2039-03-21,Wholesale,Small Business
South,P2295,644.86,60,43.86,0.29,0.35,2039-03-22,Online,Retail
West,P6716,467.71,70,74.81,0.26,0.23,2039-03-23,Online,Retail
East,P3435,573.35,8,78.79,0.29,0.27,2039-03-24,Offline,Corporate
North,P7417,544.99,20,49.4,0.12,0.09,2039-03-25,Offline,Retail
South,P9807,583.57,4,56.85,0.05,0.23,2039-03-26,Online,Corporate
East,P1255,698.98,64,14.02,0.08,0.14,2039-03-27,Wholesale,Small Business
West,P5347,278.88,89,20.79,0.28,0.5,2039-03-28,Online,Corporate
North,P4558,202.97,90,40.19,0.23,0.33,2039-03-29,Wholesale,Corporate
South,P6669,789.5,15,41.54,0.17,0.13,2039-03-30,Offline,Corporate
South,P7567,61.05,42,60.57,0.03,0.36,2039-03-31,Offline,Small Business
Central,P9900,104.21,46,70.17,0.01,0.06,2039-04-01,Offline,Small Business
South,P4605,953.84,40,50.36,0.11,0.33,2039-04-02,Online,Corporate
Central,P7482,995.02,32,32.57,0.24,0.43,2039-04-03,Wholesale,Retail
South,P4857,101.57,80,8.46,0.11,0.17,2039-04-04,Offline,Small Business
East,P8678,688.59,34,42.81,0.03,0.35,2039-04-05,Wholesale,Small Business
South,P5872,862.48,91,49.29,0.12,0.36,2039-04-06,Online,Retail
West,P6096,775.99,84,57.84,0.29,0.38,2039-04-07,Wholesale,Corporate
South,P6772,349.56,69,37.27,0.25,0.38,2039-04-08,Offline,Retail
East,P6340,613.69,5,38.59,0.14,0.4,2039-04-09,Online,Retail
East,P2584,329.55,25,52.8,0.12,0.08,2039-04-10,Offline,Small Business
Central,P6311,932.2,48,8.41,0.16,0.13,2039-04-11,Online,Retail
North,P6337,642.17,5,94.73,0.1,0.27,2039-04-12,Online,Retail
South,P3748,257.16,83,34.94,0.1,0.26,2039-04-13,Offline,Corporate
North,P4118,816.45,78,72.27,0.12,0.14,2039-04-14,Wholesale,Retail
East,P2685,650.08,89,76.18,0.19,0.14,2039-04-15,Offline,Corporate
East,P2740,69.36,44,42.09,0.14,0.12,2039-04-16,Online,Corporate
East,P5463,381.08,48,85.72,0.12,0.21,2039-04-17,Online,Corporate
Central,P6886,316.84,2,91.23,0.27,0.22,2039-04-18,Online,Corporate
North,P3355,86.76,94,9.75,0.16,0.15,2039-04-19,Wholesale,Corporate
South,P8459,398.54,6,49.28,0.05,0.48,2039-04-20,Offline,Retail
Central,P5835,674.92,33,86.73,0.28,0.07,2039-04-21,Wholesale,Retail
Central,P3856,756.36,83,78.55,0.22,0.18,2039-04-22,Offline,Corporate
Central,P3251,102.66,15,25.88,0.05,0.38,2039-04-23,Online,Retail
East,P9959,715.36,30,55.98,0.07,0.43,2039-04-24,Offline,Retail
Central,P2969,349.81,57,25.05,0.23,0.24,2039-04-25,Online,Corporate
East,P2329,423.44,27,59.68,0.05,0.46,2039-04-26,Online,Retail
North,P5802,497.65,29,58.98,0.13,0.15,2039-04-27,Online,Corporate
East,P8547,344.98,19,28.2,0.25,0.25,2039-04-28,Wholesale,Corporate
East,P8062,186.71,32,88.48,0.3,0.49,2039-04-29,Online,Retail
West,P8512,550.43,9,58.81,0.27,0.37,2039-04-30,Offline,Retail
Central,P4590,864.75,39,22.64,0.2,0.4,2039-05-01,Offline,Retail
North,P8041,808.17,56,17.78,0.19,0.17,2039-05-02,Wholesale,Corporate
East,P3634,646.35,43,84.44,0.06,0.34,2039-05-03,Offline,Corporate
South,P6632,853.22,52,87.88,0.18,0.05,2039-05-04,Offline,Corporate
North,P6845,87.4,92,92.54,0.05,0.17,2039-05-05,Offline,Corporate
North,P8887,614.71,29,18.13,0.01,0.31,2039-05-06,Offline,Corporate
Central,P6622,662.46,6,50.6,0.3,0.28,2039-05-07,Offline,Retail
West,P2490,985.03,75,26.74,0.02,0.39,2039-05-08,Online,Retail
West,P8649,293.2,95,42.46,0.23,0.5,2039-05-09,Wholesale,Corporate
West,P7599,505.38,68,36.44,0.13,0.25,2039-05-10,Online,Retail
East,P2187,393.77,21,17.54,0.25,0.31,2039-05-11,Wholesale,Retail
East,P9282,951.7,89,54.34,0.16,0.39,2039-05-12,Wholesale,Corporate
East,P9459,430.97,79,51.01,0.11,0.1,2039-05-13,Offline,Retail
North,P9787,822.21,20,5.81,0.06,0.18,2039-05-14,Offline,Corporate
Central,P6141,280.84,72,88.2,0.01,0.06,2039-05-15,Wholesale,Retail
West,P6399,267.49,70,83.35,0.03,0.07,2039-05-16,Online,Corporate
East,P4001,354.47,79,34.8,0.09,0.31,2039-05-17,Offline,Small Business
Central,P1803,882.54,67,91.79,0.05,0.5,2039-05-18,Wholesale,Corporate
West,P8764,98.62,55,94.48,0.26,0.33,2039-05-19,Online,Small Business
North,P4142,295.4,51,49.02,0.06,0.17,2039-05-20,Offline,Retail
South,P2511,604.41,3,14.63,0.23,0.25,2039-05-21,Offline,Retail
East,P7777,111.77,62,86.62,0.23,0.39,2039-05-22,Offline,Retail
South,P2888,104.17,28,56.98,0.17,0.14,2039-05-23,Wholesale,Small Business
South,P1744,952.56,61,42.74,0.17,0.09,2039-05-24,Offline,Corporate
South,P7743,400.77,71,40.79,0.25,0.11,2039-05-25,Wholesale,Small Business
North,P8320,680.01,45,92.78,0.2,0.48,2039-05-26,Online,Small Business
East,P9222,180.13,30,30.23,0.16,0.36,2039-05-27,Offline,Small Business
South,P4428,302.71,25,59.1,0.29,0.39,2039-05-28,Online,Corporate
Central,P1585,469.46,14,90.1,0.14,0.32,2039-05-29,Online,Corporate
East,P1870,952.99,34,91.26,0.0,0.39,2039-05-30,Offline,Corporate
South,P8594,940.84,45,56.67,0.21,0.18,2039-05-31,Offline,Corporate
East,P9129,471.3,18,53.93,0.03,0.16,2039-06-01,Online,Small Business
North,P1249,653.34,87,77.48,0.07,0.39,2039-06-02,Online,Small Business
